factor,factor_bin,metric,method,prefix,n,mean,std,iqr,q05,q95,std_p90,unpredictable
intensity,0.6692077956169817,fnr_region_2,λ=8,divtree_lambda8_region2,209,0.4423172849005442,0.4207228159525683,0.9005664393693401,0.0,1.0,0.4272765893305503,False
intensity,0.6692077956169817,recall_region_2,λ=8,divtree_lambda8_region2,209,0.5576827150994558,0.4207228159525683,0.9005664393693401,0.0,1.0,0.4272765893305503,False
intensity,0.7508360294199752,fnr_region_2,λ=8,divtree_lambda8_region2,230,0.43605416710009937,0.42030883014195924,0.8895808490998359,0.0,1.0,0.4272765893305503,False
intensity,0.7508360294199752,recall_region_2,λ=8,divtree_lambda8_region2,230,0.5639458328999006,0.42030883014195924,0.8895808490998359,0.0,1.0,0.4272765893305503,False
noise,0.26990244496021376,fnr_region_2,λ=0,divtree_lambda0,230,0.42282756542991,0.4202936015450593,0.9435234722314724,0.0,1.0,0.44362600324610857,False
noise,0.26990244496021376,recall_region_2,λ=0,divtree_lambda0,230,0.57717243457009,0.4202936015450593,0.9435234722314724,0.0,1.0,0.4436260032461085,False
data_size,35845.419997710356,fnr_region_2,λ=4,divtree_lambda4_region2,189,0.5210666340247294,0.42018613584388587,0.907728816050893,0.0,1.0,0.42839849637586885,False
data_size,35845.419997710356,recall_region_2,λ=4,divtree_lambda4_region2,189,0.4789333659752706,0.42018613584388587,0.907728816050893,0.0,1.0,0.4283984963758689,False
noise,2.142815589586332,fnr_region_2,λ=8,divtree_lambda8_region2,205,0.5401247265698573,0.419810927548985,0.895763486741847,0.0,1.0,0.4287915401089431,False
noise,2.142815589586332,recall_region_2,λ=8,divtree_lambda8_region2,205,0.45987527343014273,0.419810927548985,0.895763486741847,0.0,1.0,0.4287915401089431,False
intensity,0.21169951438065343,fnr_region_2,λ=8,divtree_lambda8_region2,251,0.5212520727024793,0.4196873942510292,0.8979954407710125,0.0,1.0,0.4272765893305503,False
intensity,0.21169951438065343,recall_region_2,λ=8,divtree_lambda8_region2,251,0.47874792729752075,0.41968739425102913,0.8979954407710125,0.0,1.0,0.4272765893305503,False
intensity,0.1681712049266273,fnr_region_2,λ=2,divtree_lambda2_region2,211,0.4816575904491932,0.41950928201291476,0.8892177011678106,0.0,1.0,0.4303739245509382,False
intensity,0.1681712049266273,recall_region_2,λ=2,divtree_lambda2_region2,211,0.5183424095508068,0.41950928201291476,0.8892177011678107,0.0,1.0,0.4303739245509382,False
noise,0.04801664771977973,fnr_region_2,TwoStep (recall),twostep_recall,227,0.34719447920350094,0.4194538932701212,0.8307969310747825,0.0,1.0,0.44234548550132946,False
noise,0.04801664771977973,recall_region_2,TwoStep (recall),twostep_recall,227,0.6528055207964991,0.4194538932701212,0.8307969310747825,0.0,1.0,0.44234548550132946,False
intensity,0.11906916196297226,fnr_region_2,λ=0,divtree_lambda0,195,0.5820763026272069,0.41924857091256224,0.8609245561528978,0.0,1.0,0.43951193651279735,False
intensity,0.11906916196297226,recall_region_2,λ=0,divtree_lambda0,195,0.4179236973727931,0.41924857091256224,0.8609245561528978,0.0,1.0,0.43951193651279735,False
intensity,0.18868429297579686,fnr_region_2,λ=4,divtree_lambda4_region2,239,0.5487710082324854,0.4190537285283514,0.8945634666859753,0.0,1.0,0.42928680468731895,False
intensity,0.18868429297579686,recall_region_2,λ=4,divtree_lambda4_region2,239,0.45122899176751446,0.4190537285283514,0.8945634666859753,0.0,1.0,0.42928680468731895,False
intensity,0.5316095394193532,fnr_region_2,λ=8,divtree_lambda8_region2,233,0.4130080057061307,0.41900226032545074,0.8892857142857142,0.0,1.0,0.4272765893305503,False
intensity,0.5316095394193532,recall_region_2,λ=8,divtree_lambda8_region2,233,0.5869919942938693,0.4190022603254507,0.8892857142857142,0.0,1.0,0.4272765893305503,False
noise,0.09578948302920401,fnr_region_2,λ=4,divtree_lambda4_region2,216,0.4367031327834802,0.4189017788262245,0.9095284364904972,0.0,1.0,0.4283403022218822,False
noise,0.09578948302920401,recall_region_2,λ=4,divtree_lambda4_region2,216,0.5632968672165197,0.4189017788262245,0.9095284364904972,0.0,1.0,0.4283403022218822,False
noise,1.0741348427807047,fnr_region_2,λ=4,divtree_lambda4_region2,204,0.45002145602491367,0.41878247163019483,0.88496794642747,0.0,1.0,0.4283403022218822,False
noise,1.0741348427807047,recall_region_2,λ=4,divtree_lambda4_region2,204,0.5499785439750863,0.41878247163019483,0.88496794642747,0.0,1.0,0.4283403022218822,False
data_size,308094.3880361152,fnr_region_2,TwoStep (recall),twostep_recall,210,0.3626204948485569,0.4187416570105981,0.8234240724388018,0.0,1.0,0.44386155117282333,False
data_size,308094.3880361152,recall_region_2,TwoStep (recall),twostep_recall,210,0.637379505151443,0.4187416570105981,0.8234240724388018,0.0,1.0,0.44386155117282333,False
sparsity,6.0,fnr_region_2,TwoStep (tuned),twostep_tuned,701,0.5808950940985119,0.4186303115005473,0.90899784816917,0.0037553522543812444,1.0,0.45836138377256924,False
sparsity,6.0,recall_region_2,TwoStep (tuned),twostep_tuned,701,0.4191049059014881,0.4186303115005473,0.90899784816917,0.0,0.9962446477456187,0.45836138377256924,False
intensity,0.10612438439422897,fnr_region_2,λ=2,divtree_lambda2_region2,226,0.595357723350477,0.41845998489618663,0.9024472414683998,0.0,1.0,0.4303739245509382,False
intensity,0.10612438439422897,recall_region_2,λ=2,divtree_lambda2_region2,226,0.4046422766495232,0.41845998489618663,0.9024472414683998,0.0,1.0,0.4303739245509382,False
sparsity,4.0,fnr_region_2,λ=4,divtree_lambda4_region2,717,0.6217447699358819,0.41835505599556505,0.8601203028836796,0.0,1.0,0.4240016410553663,False
sparsity,4.0,recall_region_2,λ=4,divtree_lambda4_region2,717,0.3782552300641181,0.41835505599556505,0.8601203028836796,0.0,1.0,0.4240016410553663,False
intensity,0.3354720276494002,fnr_region_2,TwoStep (recall),twostep_recall,204,0.3742962601674603,0.4182895460701256,0.8269982977294014,0.0,1.0,0.44345663194007345,False
intensity,0.3354720276494002,recall_region_2,TwoStep (recall),twostep_recall,204,0.6257037398325397,0.4182895460701256,0.8269982977294013,0.0,1.0,0.44345663194007345,False
noise,4.274750681290067,fnr_region_2,λ=8,divtree_lambda8_region2,224,0.5499201885912331,0.41828223249619434,0.8972672501881147,0.0,1.0,0.4287915401089431,False
noise,4.274750681290067,recall_region_2,λ=8,divtree_lambda8_region2,224,0.45007981140876685,0.41828223249619434,0.8972672501881147,0.0,1.0,0.4287915401089431,False
data_size,171351.654420983,fnr_region_2,λ=4,divtree_lambda4_region2,203,0.402885769687642,0.4181293249766253,0.871959579673079,0.0,1.0,0.42839849637586885,False
data_size,171351.654420983,recall_region_2,λ=4,divtree_lambda4_region2,203,0.597114230312358,0.4181293249766253,0.871959579673079,0.0,1.0,0.4283984963758689,False
data_size,140914.75612831092,fnr_region_2,λ=8,divtree_lambda8_region2,222,0.475217127266138,0.4179686714251547,0.8974672235666804,0.0,1.0,0.42836887778108407,False
data_size,140914.75612831092,recall_region_2,λ=8,divtree_lambda8_region2,222,0.524782872733862,0.41796867142515465,0.8974672235666804,0.0,1.0,0.42836887778108407,False
data_size,374641.26936243696,fnr_region_2,λ=8,divtree_lambda8_region2,231,0.37397908140874186,0.4176985234801594,0.8807416295306763,0.0,1.0,0.42836887778108407,False
data_size,374641.26936243696,recall_region_2,λ=8,divtree_lambda8_region2,231,0.6260209185912581,0.4176985234801594,0.8807416295306763,0.0,1.0,0.42836887778108407,False
noise,0.01704130491500777,fnr_region_2,λ=2,divtree_lambda2_region2,224,0.5046190769187312,0.41755744313907817,0.8942076035719839,0.0,1.0,0.4317190829016066,False
noise,0.01704130491500777,recall_region_2,λ=2,divtree_lambda2_region2,224,0.49538092308126874,0.41755744313907817,0.894207603571984,0.0,1.0,0.4317190829016066,False
data_size,253368.11425203207,fnr_region_2,λ=2,divtree_lambda2_region2,216,0.4284828310511872,0.41709313508788043,0.8680609616810315,0.0,1.0,0.4295319496672729,False
data_size,253368.11425203207,recall_region_2,λ=2,divtree_lambda2_region2,216,0.5715171689488129,0.41709313508788043,0.8680609616810315,0.0,1.0,0.42953194966727287,False
noise,0.06781953893881253,recall_region_2,λ=8,divtree_lambda8_region2,206,0.5534906927496557,0.4170213505564014,0.8698156817342864,0.0,1.0,0.4287915401089431,False
noise,0.06781953893881253,fnr_region_2,λ=8,divtree_lambda8_region2,206,0.4465093072503444,0.4170213505564013,0.8698156817342864,0.0,1.0,0.4287915401089431,False
data_size,43587.85544382496,fnr_region_2,TwoStep (tuned),twostep_tuned,211,0.5245625386042623,0.417003732361148,0.9435907102345111,0.0,1.0,0.4171199150521218,False
data_size,43587.85544382496,recall_region_2,TwoStep (tuned),twostep_tuned,211,0.4754374613957377,0.417003732361148,0.9435907102345112,0.0,1.0,0.4171199150521218,False
noise,0.13529471303661472,fnr_region_2,λ=4,divtree_lambda4_region2,234,0.4545109420052481,0.41698574556019447,0.8936255945090195,0.0,1.0,0.4283403022218822,False
noise,0.13529471303661472,recall_region_2,λ=4,divtree_lambda4_region2,234,0.5454890579947519,0.41698574556019447,0.8936255945090195,0.0,1.0,0.4283403022218822,False
intensity,0.2664944002069672,fnr_region_2,λ=8,divtree_lambda8_region2,218,0.46587047253234054,0.41696143412291975,0.8948229771827902,0.0,1.0,0.4272765893305503,False
intensity,0.2664944002069672,recall_region_2,λ=8,divtree_lambda8_region2,218,0.5341295274676594,0.41696143412291975,0.8948229771827902,0.0,1.0,0.4272765893305503,False
noise,0.024069432106053914,recall_region_2,λ=4,divtree_lambda4_region2,221,0.5495398091439594,0.4169053408725598,0.8917213402113487,0.0,1.0,0.4283403022218822,False
noise,0.024069432106053914,fnr_region_2,λ=4,divtree_lambda4_region2,221,0.45046019085604067,0.4169053408725597,0.8917213402113487,0.0,1.0,0.4283403022218822,False
data_size,78372.01043754505,fnr_region_2,λ=4,divtree_lambda4_region2,202,0.471611442761355,0.4166650807720537,0.885645634500196,0.0,1.0,0.42839849637586885,False
data_size,78372.01043754505,recall_region_2,λ=4,divtree_lambda4_region2,202,0.528388557238645,0.4166650807720537,0.885645634500196,0.0,1.0,0.4283984963758689,False
intensity,0.4223033626515117,fnr_region_2,λ=4,divtree_lambda4_region2,235,0.43248461542177313,0.4165598833132862,0.8995124874784364,0.0,1.0,0.42928680468731895,False
intensity,0.4223033626515117,recall_region_2,λ=4,divtree_lambda4_region2,235,0.5675153845782268,0.4165598833132862,0.8995124874784364,0.0,1.0,0.42928680468731895,False
intensity,0.9451774034505906,fnr_region_2,λ=8,divtree_lambda8_region2,200,0.41151471048251465,0.41655637860285494,0.8823593140593079,0.0,1.0,0.4272765893305503,False
intensity,0.9451774034505906,recall_region_2,λ=8,divtree_lambda8_region2,200,0.5884852895174854,0.41655637860285494,0.8823593140593079,0.0,1.0,0.4272765893305503,False
data_size,308094.3880361152,fnr_region_2,λ=2,divtree_lambda2_region2,210,0.42311037399287815,0.41651760835551505,0.878653652321104,0.0,1.0,0.4295319496672729,False
data_size,308094.3880361152,recall_region_2,λ=2,divtree_lambda2_region2,210,0.5768896260071218,0.41651760835551505,0.878653652321104,0.0,1.0,0.42953194966727287,False
noise,0.024069432106053914,fnr_region_2,λ=2,divtree_lambda2_region2,221,0.456901269904589,0.4164625157519831,0.8985024958402662,0.0,1.0,0.4317190829016066,False
noise,0.024069432106053914,recall_region_2,λ=2,divtree_lambda2_region2,221,0.543098730095411,0.4164625157519831,0.8985024958402662,0.0,1.0,0.4317190829016066,False
data_size,35845.419997710356,fnr_region_2,λ=8,divtree_lambda8_region2,189,0.5231938333202925,0.4164505651263524,0.8996094492437294,0.0,1.0,0.42836887778108407,False
data_size,35845.419997710356,recall_region_2,λ=8,divtree_lambda8_region2,189,0.4768061666797076,0.4164505651263524,0.8996094492437294,0.0,1.0,0.42836887778108407,False
data_size,16394.80890739932,fnr_region_2,λ=4,divtree_lambda4_region2,231,0.5402896744858646,0.4161688479645581,0.8544218640769348,0.0,1.0,0.42839849637586885,False
data_size,16394.80890739932,recall_region_2,λ=4,divtree_lambda4_region2,231,0.45971032551413554,0.4161688479645581,0.8544218640769348,0.0,1.0,0.4283984963758689,False
sparsity,3.0,fnr_region_2,λ=0,divtree_lambda0,752,0.5835151527291864,0.4159777082645968,0.8916032842319515,0.007212935890801095,1.0,0.431952710435421,False
sparsity,3.0,recall_region_2,λ=0,divtree_lambda0,752,0.41648484727081353,0.4159777082645968,0.8916032842319516,0.0,0.9927870641091988,0.431952710435421,False
intensity,0.2664944002069672,fnr_region_2,TwoStep (tuned),twostep_tuned,218,0.5000912952214084,0.4159506224699116,0.9462209529562648,0.0,1.0,0.41633648839459225,False
intensity,0.2664944002069672,recall_region_2,TwoStep (tuned),twostep_tuned,218,0.4999087047785916,0.4159506224699116,0.9462209529562647,0.0,1.0,0.41633648839459225,False
data_size,13482.627330113071,fnr_region_2,λ=2,divtree_lambda2_region2,236,0.5635042784732206,0.41594457583904476,0.8874691755382993,0.0,1.0,0.4295319496672729,False
data_size,13482.627330113071,recall_region_2,λ=2,divtree_lambda2_region2,236,0.43649572152677946,0.41594457583904476,0.8874691755382993,0.0,1.0,0.42953194966727287,False
data_size,24242.087597150792,fnr_region_2,λ=4,divtree_lambda4_region2,233,0.5153088181682756,0.41589682629072955,0.8824997838377583,0.0,1.0,0.42839849637586885,False
data_size,24242.087597150792,recall_region_2,λ=4,divtree_lambda4_region2,233,0.48469118183172444,0.41589682629072955,0.8824997838377584,0.0,1.0,0.4283984963758689,False
intensity,0.5316095394193532,fnr_region_2,λ=4,divtree_lambda4_region2,233,0.4181234163798002,0.4156143525287494,0.8951911220715166,0.0,1.0,0.42928680468731895,False
intensity,0.5316095394193532,recall_region_2,λ=4,divtree_lambda4_region2,233,0.5818765836201998,0.4156143525287494,0.8951911220715166,0.0,1.0,0.42928680468731895,False
noise,1.0741348427807047,fnr_region_2,λ=8,divtree_lambda8_region2,204,0.4467264716586195,0.4156097225237627,0.8817005287967997,0.0,1.0,0.4287915401089431,False
noise,1.0741348427807047,recall_region_2,λ=8,divtree_lambda8_region2,204,0.5532735283413805,0.4156097225237627,0.8817005287967996,0.0,1.0,0.4287915401089431,False
data_size,140914.75612831092,fnr_region_2,λ=4,divtree_lambda4_region2,222,0.4744277888854068,0.4155007038124011,0.8950471930648715,0.0,1.0,0.42839849637586885,False
data_size,140914.75612831092,recall_region_2,λ=4,divtree_lambda4_region2,222,0.5255722111145931,0.41550070381240106,0.8950471930648715,0.0,1.0,0.4283984963758689,False
noise,0.09578948302920401,fnr_region_2,λ=2,divtree_lambda2_region2,216,0.43531553810064394,0.41547125364100823,0.8964974396826129,0.0,1.0,0.4317190829016066,False
noise,0.09578948302920401,recall_region_2,λ=2,divtree_lambda2_region2,216,0.564684461899356,0.41547125364100823,0.8964974396826129,0.0,1.0,0.4317190829016066,False
data_size,78372.01043754505,fnr_region_2,λ=8,divtree_lambda8_region2,202,0.4758750951661612,0.4154407061182032,0.8898126212178614,0.0,1.0,0.42836887778108407,False
data_size,78372.01043754505,recall_region_2,λ=8,divtree_lambda8_region2,202,0.5241249048338388,0.4154407061182032,0.8898126212178614,0.0,1.0,0.42836887778108407,False
intensity,0.2990006969801944,fnr_region_2,TwoStep (tuned),twostep_tuned,196,0.493317806794875,0.41528055755449245,0.9695776912133006,0.0,1.0,0.41633648839459225,False
intensity,0.2990006969801944,recall_region_2,TwoStep (tuned),twostep_tuned,196,0.506682193205125,0.41528055755449245,0.9695776912133006,0.0,1.0,0.41633648839459225,False
data_size,374641.26936243696,fnr_region_2,TwoStep (tuned),twostep_tuned,231,0.4615628161194646,0.41527772070777125,0.9214189015127823,0.0,1.0,0.4171199150521218,False
data_size,374641.26936243696,recall_region_2,TwoStep (tuned),twostep_tuned,231,0.5384371838805354,0.41527772070777125,0.9214189015127823,0.0,1.0,0.4171199150521218,False
intensity,0.1681712049266273,fnr_region_2,λ=8,divtree_lambda8_region2,211,0.5003583484999532,0.41505144793145904,0.8759160273910344,0.0,1.0,0.4272765893305503,False
intensity,0.1681712049266273,recall_region_2,λ=8,divtree_lambda8_region2,211,0.49964165150004675,0.41505144793145904,0.8759160273910344,0.0,1.0,0.4272765893305503,False
noise,0.06781953893881253,fnr_region_2,λ=4,divtree_lambda4_region2,206,0.45045167884013804,0.4149252616938428,0.8785311586433584,0.0,1.0,0.4283403022218822,False
noise,0.06781953893881253,recall_region_2,λ=4,divtree_lambda4_region2,206,0.5495483211598619,0.4149252616938428,0.8785311586433584,0.0,1.0,0.4283403022218822,False
sparsity,4.0,fnr_region_2,λ=8,divtree_lambda8_region2,717,0.6233589854944863,0.4148508088193585,0.8620051003994381,0.0,1.0,0.42347527811960817,False
sparsity,4.0,recall_region_2,λ=8,divtree_lambda8_region2,717,0.37664101450551374,0.4148508088193585,0.8620051003994381,0.0,1.0,0.42347527811960817,False
intensity,0.9451774034505906,fnr_region_2,λ=4,divtree_lambda4_region2,200,0.41883020773470186,0.414801683185778,0.8823593140593079,0.0,1.0,0.42928680468731895,False
intensity,0.9451774034505906,recall_region_2,λ=4,divtree_lambda4_region2,200,0.5811697922652982,0.4148016831857779,0.8823593140593079,0.0,1.0,0.42928680468731895,False
data_size,308094.3880361152,fnr_region_2,λ=4,divtree_lambda4_region2,210,0.42047957427481175,0.41477745564447743,0.8808696905053015,0.0,1.0,0.42839849637586885,False
data_size,308094.3880361152,recall_region_2,λ=4,divtree_lambda4_region2,210,0.5795204257251882,0.41477745564447743,0.8808696905053015,0.0,1.0,0.4283984963758689,False
data_size,24242.087597150792,fnr_region_2,λ=8,divtree_lambda8_region2,233,0.5214534079403819,0.41475698614105594,0.8853016142735769,0.0,1.0,0.42836887778108407,False
data_size,24242.087597150792,recall_region_2,λ=8,divtree_lambda8_region2,233,0.47854659205961825,0.41475698614105594,0.8853016142735769,0.0,1.0,0.42836887778108407,False
noise,0.024069432106053914,fnr_region_2,λ=8,divtree_lambda8_region2,221,0.4543979881345501,0.41462932307617256,0.8749348619072433,0.0,1.0,0.4287915401089431,False
noise,0.024069432106053914,recall_region_2,λ=8,divtree_lambda8_region2,221,0.5456020118654499,0.41462932307617256,0.8749348619072433,0.0,1.0,0.4287915401089431,False
intensity,0.1681712049266273,fnr_region_2,λ=4,divtree_lambda4_region2,211,0.49090011520405324,0.41451728469931964,0.8864976861641001,0.0,1.0,0.42928680468731895,False
intensity,0.1681712049266273,recall_region_2,λ=4,divtree_lambda4_region2,211,0.5090998847959467,0.41451728469931964,0.8864976861641001,0.0,1.0,0.42928680468731895,False
data_size,16394.80890739932,fnr_region_2,λ=2,divtree_lambda2_region2,231,0.5480118828294105,0.4144020415786736,0.8363508604948995,0.0,1.0,0.4295319496672729,False
data_size,16394.80890739932,recall_region_2,λ=2,divtree_lambda2_region2,231,0.45198811717058957,0.4144020415786736,0.8363508604948996,0.0,1.0,0.42953194966727287,False
noise,0.13529471303661472,fnr_region_2,TwoStep (tuned),twostep_tuned,234,0.44160008244046167,0.41387453322464374,0.9241559012580234,0.0,1.0,0.41432396846810765,False
noise,0.13529471303661472,recall_region_2,TwoStep (tuned),twostep_tuned,234,0.5583999175595383,0.41387453322464374,0.9241559012580235,0.0,1.0,0.41432396846810765,False
noise,0.01704130491500777,fnr_region_2,λ=4,divtree_lambda4_region2,224,0.5135863139690537,0.41384430300595504,0.8753380798318621,0.0,1.0,0.4283403022218822,False
noise,0.01704130491500777,recall_region_2,λ=4,divtree_lambda4_region2,224,0.4864136860309462,0.41384430300595504,0.8753380798318622,0.0,1.0,0.4283403022218822,False
noise,0.04801664771977973,fnr_region_2,λ=2,divtree_lambda2_region2,227,0.4306292682195118,0.41367922709223093,0.879598815160875,0.0,1.0,0.4317190829016066,False
noise,0.04801664771977973,recall_region_2,λ=2,divtree_lambda2_region2,227,0.5693707317804882,0.41367922709223093,0.879598815160875,0.0,1.0,0.4317190829016066,False
noise,0.04801664771977973,fnr_region_2,λ=0,divtree_lambda0,227,0.4495515530954536,0.4136696229519056,0.8789763105021025,0.0,1.0,0.44362600324610857,False
noise,0.04801664771977973,recall_region_2,λ=0,divtree_lambda0,227,0.5504484469045464,0.4136696229519056,0.8789763105021025,0.0,1.0,0.4436260032461085,False
data_size,95299.98147634632,fnr_region_2,TwoStep (tuned),twostep_tuned,199,0.5040301482112641,0.41354294357349713,0.9283081018294786,0.0,1.0,0.4171199150521218,False
data_size,95299.98147634632,recall_region_2,TwoStep (tuned),twostep_tuned,199,0.4959698517887359,0.41354294357349713,0.9283081018294786,0.0,1.0,0.4171199150521218,False
noise,0.19109257923523043,fnr_region_2,λ=2,divtree_lambda2_region2,207,0.4524209827260894,0.41353498998736943,0.8817072855554361,0.0,1.0,0.4317190829016066,False
noise,0.19109257923523043,recall_region_2,λ=2,divtree_lambda2_region2,207,0.5475790172739107,0.41353498998736943,0.8817072855554362,0.0,1.0,0.4317190829016066,False
intensity,0.3354720276494002,fnr_region_2,λ=4,divtree_lambda4_region2,204,0.4399785584232055,0.4134171572631964,0.8816894534338686,0.0,1.0,0.42928680468731895,False
intensity,0.3354720276494002,recall_region_2,λ=4,divtree_lambda4_region2,204,0.5600214415767946,0.4134171572631964,0.8816894534338687,0.0,1.0,0.42928680468731895,False
noise,6.037731371322748,fnr_region_2,λ=2,divtree_lambda2_region2,214,0.626339045165926,0.41333783976450633,0.8807961287284607,0.0,1.0,0.4317190829016066,False
noise,6.037731371322748,recall_region_2,λ=2,divtree_lambda2_region2,214,0.3736609548340741,0.41333783976450633,0.8807961287284607,0.0,1.0,0.4317190829016066,False
intensity,0.13359290997532036,fnr_region_2,λ=4,divtree_lambda4_region2,226,0.5617325592147123,0.41315642313716694,0.8378636653471008,0.0,1.0,0.42928680468731895,False
intensity,0.13359290997532036,recall_region_2,λ=4,divtree_lambda4_region2,226,0.4382674407852876,0.41315642313716694,0.8378636653471008,0.0,1.0,0.42928680468731895,False
data_size,308094.3880361152,fnr_region_2,λ=8,divtree_lambda8_region2,210,0.41131420708202854,0.41297329125821586,0.8844155971775173,0.0,1.0,0.42836887778108407,False
data_size,308094.3880361152,recall_region_2,λ=8,divtree_lambda8_region2,210,0.5886857929179714,0.41297329125821586,0.8844155971775173,0.0,1.0,0.42836887778108407,False
data_size,19936.00746568184,fnr_region_2,λ=2,divtree_lambda2_region2,244,0.5498356786430411,0.412784905603698,0.8772692506536014,0.0,1.0,0.4295319496672729,False
data_size,19936.00746568184,recall_region_2,λ=2,divtree_lambda2_region2,244,0.4501643213569591,0.412784905603698,0.8772692506536015,0.0,1.0,0.42953194966727287,False
noise,0.01704130491500777,recall_region_2,λ=8,divtree_lambda8_region2,224,0.4993670945779754,0.41272213873446617,0.8832314383312013,0.0,1.0,0.4287915401089431,False
noise,0.01704130491500777,fnr_region_2,λ=8,divtree_lambda8_region2,224,0.5006329054220245,0.4127221387344661,0.8832314383312013,0.0,1.0,0.4287915401089431,False
noise,0.06781953893881253,fnr_region_2,TwoStep (tuned),twostep_tuned,206,0.4239078410347946,0.4126681223927381,0.9324273105013445,0.0,1.0,0.41432396846810765,False
noise,0.06781953893881253,recall_region_2,TwoStep (tuned),twostep_tuned,206,0.5760921589652054,0.4126681223927381,0.9324273105013445,0.0,1.0,0.41432396846810765,False
intensity,0.13359290997532036,fnr_region_2,λ=8,divtree_lambda8_region2,226,0.5470847642902251,0.41254698377992194,0.8864581479867867,0.0,1.0,0.4272765893305503,False
intensity,0.13359290997532036,recall_region_2,λ=8,divtree_lambda8_region2,226,0.4529152357097748,0.41254698377992194,0.8864581479867867,0.0,1.0,0.4272765893305503,False
intensity,0.7508360294199752,fnr_region_2,TwoStep (tuned),twostep_tuned,230,0.49664706453032526,0.4124098941553122,0.9472219663952491,0.0,1.0,0.41633648839459225,False
intensity,0.7508360294199752,recall_region_2,TwoStep (tuned),twostep_tuned,230,0.5033529354696747,0.4124098941553122,0.9472219663952491,0.0,1.0,0.41633648839459225,False
data_size,171351.654420983,fnr_region_2,λ=8,divtree_lambda8_region2,203,0.40232786276899024,0.41231537306274224,0.8538050144638611,0.0,1.0,0.42836887778108407,False
data_size,171351.654420983,recall_region_2,λ=8,divtree_lambda8_region2,203,0.5976721372310098,0.41231537306274224,0.8538050144638611,0.0,1.0,0.42836887778108407,False
intensity,0.5964538942816824,fnr_region_2,TwoStep (tuned),twostep_tuned,217,0.48833238620395625,0.41224969585570326,0.9152464886439478,0.0,1.0,0.41633648839459225,False
intensity,0.5964538942816824,recall_region_2,TwoStep (tuned),twostep_tuned,217,0.5116676137960438,0.41224969585570326,0.9152464886439478,0.0,1.0,0.41633648839459225,False
data_size,64450.92564416891,fnr_region_2,TwoStep (tuned),twostep_tuned,213,0.5144251163895869,0.41223474544527045,0.959238422113602,0.0,1.0,0.4171199150521218,False
data_size,64450.92564416891,recall_region_2,TwoStep (tuned),twostep_tuned,213,0.4855748836104131,0.41223474544527045,0.959238422113602,0.0,1.0,0.4171199150521218,False
intensity,0.8424210637824314,fnr_region_2,TwoStep (tuned),twostep_tuned,220,0.49305249079285807,0.41217816435024346,0.9259396791557462,0.0,1.0,0.41633648839459225,False
intensity,0.8424210637824314,recall_region_2,TwoStep (tuned),twostep_tuned,220,0.5069475092071419,0.41217816435024346,0.9259396791557463,0.0,1.0,0.41633648839459225,False
noise,0.01206534794533958,fnr_region_2,TwoStep (tuned),twostep_tuned,226,0.4046726670448593,0.4121130320711404,0.9012633899872291,0.0,1.0,0.41432396846810765,False
noise,0.01206534794533958,recall_region_2,TwoStep (tuned),twostep_tuned,226,0.5953273329551406,0.4121130320711404,0.9012633899872291,0.0,1.0,0.41432396846810765,False
noise,0.03399607980711228,fnr_region_2,λ=0,divtree_lambda0,202,0.47636804570380253,0.4118323995473851,0.9218989076697609,0.0,1.0,0.44362600324610857,False
noise,0.03399607980711228,recall_region_2,λ=0,divtree_lambda0,202,0.5236319542961975,0.4118323995473851,0.9218989076697608,0.0,1.0,0.4436260032461085,False
noise,0.26990244496021376,fnr_region_2,λ=2,divtree_lambda2_region2,230,0.4249457134959881,0.41143785229992413,0.8948337007771432,0.0,1.0,0.4317190829016066,False
noise,0.26990244496021376,recall_region_2,λ=2,divtree_lambda2_region2,230,0.575054286504012,0.41143785229992413,0.8948337007771432,0.0,1.0,0.4317190829016066,False
intensity,0.18868429297579686,fnr_region_2,λ=8,divtree_lambda8_region2,239,0.5450832975426011,0.41129735898227066,0.8859587163649524,0.0,1.0,0.4272765893305503,False
intensity,0.18868429297579686,recall_region_2,λ=8,divtree_lambda8_region2,239,0.45491670245739885,0.41129735898227066,0.8859587163649524,0.0,1.0,0.4272765893305503,False
intensity,0.9451774034505906,fnr_region_2,λ=2,divtree_lambda2_region2,200,0.4219236926068597,0.41096076652544467,0.8784080972947192,0.0,1.0,0.4303739245509382,False
intensity,0.9451774034505906,recall_region_2,λ=2,divtree_lambda2_region2,200,0.5780763073931403,0.41096076652544467,0.8784080972947192,0.0,1.0,0.4303739245509382,False
intensity,0.4223033626515117,fnr_region_2,λ=8,divtree_lambda8_region2,235,0.4303846047351095,0.4107604377468784,0.8725139763681066,0.0,1.0,0.4272765893305503,False
intensity,0.4223033626515117,recall_region_2,λ=8,divtree_lambda8_region2,235,0.5696153952648905,0.4107604377468784,0.8725139763681066,0.0,1.0,0.4272765893305503,False
intensity,0.10612438439422897,fnr_region_2,λ=4,divtree_lambda4_region2,226,0.5830143260159535,0.4107472180633632,0.8586805457084887,0.0,1.0,0.42928680468731895,False
intensity,0.10612438439422897,recall_region_2,λ=4,divtree_lambda4_region2,226,0.41698567398404646,0.4107472180633631,0.8586805457084887,0.0,1.0,0.42928680468731895,False
noise,0.19109257923523043,fnr_region_2,λ=4,divtree_lambda4_region2,207,0.44174479954209145,0.41074669485154214,0.8766522589439294,0.0,1.0,0.4283403022218822,False
