factor,factor_bin,metric,method,prefix,n,mean,std,iqr,q05,q95,std_p90,unpredictable
intensity,0.4223033626515117,f1_region_2,TwoStep (recall),twostep_recall,235,0.45084333374058,0.3367642532936116,0.5557411252720854,0.0,1.0,0.33572519776697707,True
noise,0.760494028068737,f1_region_2,TwoStep (recall),twostep_recall,245,0.4146804629909946,0.3361233653950706,0.56732635270485,0.0,1.0,0.33541338825174577,True
data_size,64450.92564416891,precision_region_2,λ=4,divtree_lambda4_region2,184,0.5057939702038263,0.33250433376116423,0.6892956209363263,0.0809674759064067,1.0,0.31479061946893055,True
data_size,64450.92564416891,precision_region_2,λ=2,divtree_lambda2_region2,174,0.5182821892779181,0.33162726456809327,0.6880606966982024,0.08560639801707945,1.0,0.31860070487473857,True
data_size,64450.92564416891,precision_region_2,λ=0,divtree_lambda0,155,0.5563187840782684,0.3311948759849319,0.6959866397202759,0.10060303386078352,1.0,0.3150305157629184,True
intensity,0.10612438439422897,precision_region_2,λ=0,divtree_lambda0,148,0.5284553358410694,0.33026257897260464,0.7360044967091526,0.09445539604313978,1.0,0.3119724814877106,True
intensity,0.10612438439422897,precision_region_2,λ=2,divtree_lambda2_region2,180,0.4622260216821261,0.3286553814539007,0.4661934214938491,0.043588276027755404,1.0,0.31631647491202214,True
data_size,64450.92564416891,precision_region_2,λ=8,divtree_lambda8_region2,184,0.4991786789172688,0.328594379289979,0.616909165368203,0.07947642221170456,1.0,0.3133870241268255,True
intensity,0.3763920367806187,precision_region_2,λ=2,divtree_lambda2_region2,176,0.5429881791272799,0.3242191798757647,0.711087796280971,0.09969733059548254,1.0,0.31631647491202214,True
data_size,43587.85544382496,precision_region_2,λ=0,divtree_lambda0,153,0.5335797661079296,0.3238624668145582,0.693092888737666,0.09281412887556989,1.0,0.3150305157629184,True
data_size,43587.85544382496,precision_region_2,λ=2,divtree_lambda2_region2,169,0.5085632433618168,0.32339077886819595,0.5486735051288467,0.051329048742650804,1.0,0.31860070487473857,True
noise,0.024069432106053914,precision_region_2,λ=8,divtree_lambda8_region2,204,0.5410319116506777,0.32338806820284555,0.6957928776813965,0.10819390905393873,1.0,0.3100843316189223,True
intensity,0.3763920367806187,precision_region_2,λ=8,divtree_lambda8_region2,192,0.5144858162446141,0.3225104837407485,0.5459728962800556,0.08034223833627287,1.0,0.3150208548477112,True
sparsity,2.0,f1_region_2,TwoStep (tuned),twostep_tuned,740,0.8347869424036233,0.32234143135033555,0.08941733566893673,0.0,1.0,0.29951406461796964,True
sparsity,2.0,f1_region_2,TwoStep (recall),twostep_recall,740,0.815396531309606,0.32053228533211525,0.24098191952319525,0.0,1.0,0.2986094916088595,True
intensity,0.10612438439422897,precision_region_2,λ=4,divtree_lambda4_region2,199,0.4305964654020813,0.3205072839853691,0.3363941659360159,0.038928054610611496,1.0,0.3176570223321836,True
data_size,43587.85544382496,precision_region_2,λ=8,divtree_lambda8_region2,182,0.4911253486750845,0.32021496561077706,0.45036171892515237,0.06947406279089448,1.0,0.3133870241268255,True
intensity,0.10612438439422897,precision_region_2,λ=8,divtree_lambda8_region2,208,0.428058254966819,0.31988106755520396,0.3832240375147574,0.04558255004663844,1.0,0.3150208548477112,True
intensity,0.1498882271567853,precision_region_2,λ=0,divtree_lambda0,159,0.5222898352898326,0.3194301127433204,0.694774800269903,0.07859647001934236,1.0,0.3119724814877106,True
intensity,0.3763920367806187,precision_region_2,λ=4,divtree_lambda4_region2,182,0.5305465607480251,0.3191360458573879,0.5641931835358838,0.08168882144794393,1.0,0.3176570223321836,True
noise,0.024069432106053914,precision_region_2,λ=4,divtree_lambda4_region2,198,0.5393347435273858,0.31823155874016185,0.5519563929688557,0.0940809652110552,1.0,0.3105831590591568,True
noise,0.024069432106053914,precision_region_2,λ=2,divtree_lambda2_region2,191,0.5600199011006128,0.3180961502836354,0.7049662054838038,0.1288259284995939,1.0,0.31075443045813095,True
data_size,43587.85544382496,precision_region_2,λ=4,divtree_lambda4_region2,173,0.4994258555098739,0.31567749701744396,0.4975688321693881,0.07174522478030357,1.0,0.31479061946893055,True
noise,0.19109257923523043,precision_region_2,λ=2,divtree_lambda2_region2,184,0.554248657150532,0.31349875802041594,0.647601378630612,0.10630121071297542,1.0,0.31075443045813095,True
noise,0.19109257923523043,precision_region_2,λ=4,divtree_lambda4_region2,184,0.551569903528471,0.3126487692534218,0.6474230270049774,0.11616689682383112,1.0,0.3105831590591568,True
noise,0.01206534794533958,precision_region_2,λ=8,divtree_lambda8_region2,203,0.5488388135215743,0.3107374370486141,0.5948760072554642,0.13512956217312883,1.0,0.3100843316189223,True
noise,1.0741348427807047,precision_region_2,λ=0,divtree_lambda0,164,0.5792851970551925,0.3082398665586362,0.6139323099294518,0.10426735921268453,1.0,0.305302699174431,True
noise,0.024069432106053914,precision_region_2,λ=0,divtree_lambda0,176,0.580025476894811,0.3068340222225231,0.664845226338874,0.17400007707180745,1.0,0.305302699174431,True
noise,0.03399607980711228,precision_region_2,TwoStep (recall),twostep_recall,180,0.5838791257452248,0.28536733036094875,0.6579869713902329,0.27913163569662297,1.0,0.27202819206766726,True
intensity,0.2664944002069672,precision_region_2,TwoStep (tuned),twostep_tuned,176,0.5348815650287765,0.28385163774958855,0.30202524739901293,0.125,1.0,0.2697614724088035,True
data_size,19936.00746568184,precision_region_2,TwoStep (tuned),twostep_tuned,202,0.510686517257302,0.2806845117034302,0.28811191393315205,0.1726630273980709,1.0,0.27439081569502427,True
data_size,19936.00746568184,precision_region_2,TwoStep (recall),twostep_recall,202,0.4874736582054948,0.27999978337086096,0.25566826635396006,0.1708083535033824,1.0,0.2719922722140517,True
intensity,0.2664944002069672,precision_region_2,TwoStep (recall),twostep_recall,175,0.49962997508162316,0.27982148803538337,0.27860984261069627,0.125,1.0,0.26655417392710745,True
data_size,13482.627330113071,precision_region_2,TwoStep (tuned),twostep_tuned,205,0.47493039326052233,0.2783757120394055,0.2959162968293951,0.08621650984974277,1.0,0.27439081569502427,True
noise,0.760494028068737,precision_region_2,TwoStep (tuned),twostep_tuned,204,0.5142950155979601,0.27783732878976763,0.32224696537018005,0.15775193798449613,1.0,0.27258040516543924,True
intensity,0.5316095394193532,precision_region_2,TwoStep (recall),twostep_recall,196,0.5039143917176097,0.27507695533272525,0.30110952466760577,0.1914829268292683,1.0,0.26655417392710745,True
data_size,253368.11425203207,accuracy,λ=4,divtree_lambda4_region2,216,0.5105223422169856,0.2741530559589554,0.34958972182661574,0.250192551920091,1.0,0.2650731879885524,True
data_size,253368.11425203207,accuracy,λ=0,divtree_lambda0,216,0.5172333371096388,0.2738789216863237,0.3677624529816881,0.2508746728801857,1.0,0.26548798019147923,True
intensity,0.1498882271567853,accuracy,λ=4,divtree_lambda4_region2,212,0.44971737105393506,0.2738575551930863,0.23674850651838308,0.2353780720200508,1.0,0.26183838418660527,True
noise,0.760494028068737,precision_region_2,TwoStep (recall),twostep_recall,203,0.49251794868477333,0.2736543475253654,0.2519104567215412,0.18205741626794258,1.0,0.27202819206766726,True
intensity,0.1498882271567853,accuracy,λ=0,divtree_lambda0,212,0.4490846982388562,0.27354548435953935,0.2240827403615192,0.2273069155405889,1.0,0.2615880585486085,True
data_size,253368.11425203207,accuracy,λ=2,divtree_lambda2_region2,216,0.5147030388483314,0.27353560061939136,0.3586015543298157,0.2509529684329952,1.0,0.2637043300959525,True
noise,0.03399607980711228,precision_region_2,TwoStep (tuned),twostep_tuned,183,0.6160968828344371,0.27339957305864687,0.620728224921824,0.30733610566748487,1.0,0.27258040516543924,True
data_size,140914.75612831092,precision_region_2,TwoStep (recall),twostep_recall,184,0.5125495079326534,0.27331912844965844,0.2969090128107711,0.1786076850518895,1.0,0.2719922722140517,True
noise,0.03399607980711228,accuracy,TwoStep (recall),twostep_recall,202,0.5365544293032076,0.27290146872062293,0.31029780500369963,0.2839482214273605,1.0,0.25129338371074594,True
intensity,0.1498882271567853,accuracy,λ=8,divtree_lambda8_region2,212,0.44682216596892715,0.2728728804807683,0.23950904635943615,0.2337949051744471,1.0,0.2620327782747425,True
rareness,0.21817411955964328,accuracy,λ=4,divtree_lambda4_region2,220,0.420613277362617,0.2722743623269507,0.29369615806381333,0.24511218890998623,1.0,0.2696365511972895,True
intensity,0.1498882271567853,accuracy,λ=2,divtree_lambda2_region2,212,0.4471470690228151,0.27222652463237385,0.22636870041120666,0.23172828647825733,1.0,0.26071213132642695,True
data_size,253368.11425203207,accuracy,λ=8,divtree_lambda8_region2,216,0.509242597045719,0.2720294200216328,0.35145294452445874,0.25040371763246605,1.0,0.26345044784067795,True
noise,0.024069432106053914,accuracy,λ=4,divtree_lambda4_region2,221,0.49117248536863484,0.27175297906390977,0.36043022155286736,0.24554112554112553,1.0,0.2666562186726746,True
intensity,0.2990006969801944,precision_region_2,TwoStep (tuned),twostep_tuned,162,0.5340033875975819,0.2717408779488353,0.29727222672743053,0.14785442600276627,1.0,0.2697614724088035,True
noise,0.024069432106053914,accuracy,λ=8,divtree_lambda8_region2,221,0.4908165443731799,0.2713605406860874,0.36149520307602534,0.24554112554112553,1.0,0.26562571911739824,True
noise,0.024069432106053914,accuracy,λ=0,divtree_lambda0,221,0.49647765818510675,0.2712352027206136,0.36559569072993997,0.2484868863483524,1.0,0.26628083036352895,True
rareness,0.2426635054621208,accuracy,λ=0,divtree_lambda0,213,0.41983642444879843,0.2703853591389322,0.32924040960744355,0.24399261376757175,1.0,0.26760180831431135,True
rareness,0.21817411955964328,accuracy,λ=2,divtree_lambda2_region2,220,0.4192902581868753,0.27017702356934076,0.20123563274831707,0.24102749944356425,1.0,0.2698663723359985,True
noise,0.024069432106053914,accuracy,λ=2,divtree_lambda2_region2,221,0.4920920524154465,0.2701072271300022,0.36379995951796623,0.2455385019883656,1.0,0.2635194616214479,True
rareness,0.2426635054621208,accuracy,λ=2,divtree_lambda2_region2,213,0.41809088966739705,0.2700539955762975,0.2840861654673318,0.245657308477129,1.0,0.2698663723359985,True
rareness,0.21817411955964328,accuracy,λ=8,divtree_lambda8_region2,220,0.41867325698890956,0.26982526987539573,0.2631983164743348,0.24671094289406098,1.0,0.26768526260589653,True
rareness,0.2426635054621208,accuracy,λ=4,divtree_lambda4_region2,213,0.4153321124224893,0.2696944189872166,0.2173077431074002,0.24583643815201192,1.0,0.2696365511972895,True
rareness,0.21817411955964328,accuracy,λ=0,divtree_lambda0,220,0.4178466843441339,0.26873046883930396,0.17447605572160757,0.23776845137077596,1.0,0.26760180831431135,True
noise,0.01206534794533958,accuracy,λ=0,divtree_lambda0,226,0.4998559632935398,0.2687187084106394,0.35758286177342324,0.2533234736048058,1.0,0.26628083036352895,True
rareness,0.2426635054621208,accuracy,λ=8,divtree_lambda8_region2,213,0.41578972452314494,0.26844461950062376,0.24095671209255054,0.24691212767579748,1.0,0.26768526260589653,True
noise,0.04801664771977973,accuracy,λ=4,divtree_lambda4_region2,227,0.4934157093743588,0.2683189230293078,0.35157986797023916,0.24567324360514553,1.0,0.2666562186726746,True
noise,0.03399607980711228,accuracy,TwoStep (tuned),twostep_tuned,202,0.5629003735410619,0.2674120240724949,0.312235922750438,0.2998561292582638,1.0,0.2510324596675154,True
data_size,455561.95166088303,accuracy,λ=4,divtree_lambda4_region2,221,0.5131932026119486,0.2669553656245196,0.34890263160325813,0.258816881148699,1.0,0.2650731879885524,True
noise,0.04801664771977973,accuracy,λ=8,divtree_lambda8_region2,227,0.4916251025275873,0.2668700272950552,0.33913551888859994,0.24588390682259156,1.0,0.26562571911739824,True
data_size,455561.95166088303,accuracy,λ=2,divtree_lambda2_region2,221,0.5140333841345839,0.2667781195773051,0.35186358253991307,0.2645489920386781,1.0,0.2637043300959525,True
data_size,455561.95166088303,accuracy,λ=0,divtree_lambda0,221,0.5158750884471272,0.2663387770707361,0.3559163335408909,0.2613110973314622,1.0,0.26548798019147923,True
noise,0.04801664771977973,accuracy,λ=2,divtree_lambda2_region2,227,0.4931743768609268,0.2655764523533619,0.34511586166106945,0.24916681030683221,1.0,0.2635194616214479,True
data_size,455561.95166088303,accuracy,λ=8,divtree_lambda8_region2,221,0.5087103070496418,0.2642692203151673,0.333715726961091,0.26455520149293144,1.0,0.26345044784067795,True
intensity,0.7508360294199752,accuracy,λ=4,divtree_lambda4_region2,230,0.5040177229513094,0.2631228335340351,0.33776249801973307,0.2609666561260228,1.0,0.26183838418660527,True
intensity,0.7508360294199752,accuracy,λ=2,divtree_lambda2_region2,230,0.505909012992084,0.26293164169888267,0.3489059179393659,0.25994036723826663,1.0,0.26071213132642695,True
intensity,0.7508360294199752,accuracy,λ=0,divtree_lambda0,230,0.5079975482390027,0.26281602225387213,0.35803021520995665,0.2612227015739569,1.0,0.2615880585486085,True
intensity,0.7508360294199752,accuracy,λ=8,divtree_lambda8_region2,230,0.5009116612589644,0.26206302485717453,0.32465471280918373,0.26089974052220116,1.0,0.2620327782747425,True
sparsity,2.0,accuracy,TwoStep (recall),twostep_recall,740,0.8346737053449426,0.26189220596097457,0.2507497969624869,0.28414438360473815,1.0,0.19085951246497934,True
sparsity,2.0,accuracy,TwoStep (tuned),twostep_tuned,740,0.8582427095016598,0.2607524103059034,0.06556302790679691,0.28414438360473815,1.0,0.19353031025134115,True
sparsity,2.0,precision_region_2,λ=8,divtree_lambda8_region2,730,0.6442779153600728,0.2600923379212707,0.3860008372501625,0.14082052117063068,1.0,0.23819701112493474,True
sparsity,2.0,precision_region_2,λ=4,divtree_lambda4_region2,718,0.6424382350893153,0.25664780897970585,0.3545527359480847,0.16723336583214674,1.0,0.23217033308764162,True
sparsity,2.0,precision_region_2,λ=2,divtree_lambda2_region2,709,0.6568466862923954,0.2551082258957544,0.38109297855164515,0.20082214145932345,1.0,0.231901354944401,True
intensity,0.4223033626515117,accuracy,TwoStep (tuned),twostep_tuned,235,0.505916837344391,0.2547762870110859,0.268978171527936,0.2632871584393324,1.0,0.24666502510582755,True
sparsity,2.0,precision_region_2,λ=0,divtree_lambda0,670,0.669649026886564,0.25459315162995,0.4525795858471903,0.2525937630085798,1.0,0.21857312413984842,True
data_size,19936.00746568184,accuracy,TwoStep (tuned),twostep_tuned,244,0.4621285604043145,0.25452004540298506,0.17849996914235072,0.24649012924353317,1.0,0.24577795574155753,True
noise,0.26990244496021376,accuracy,TwoStep (tuned),twostep_tuned,230,0.5350598101279351,0.25391774079707174,0.2849425146200085,0.2781678555998426,1.0,0.2510324596675154,True
noise,0.26990244496021376,accuracy,TwoStep (recall),twostep_recall,230,0.503474485186307,0.2539168334450447,0.25782801607300976,0.27166675253127726,1.0,0.25129338371074594,True
sparsity,5.0,f1_region_2,λ=0,divtree_lambda0,791,0.23051182059692094,0.2520216175046083,0.501457812503489,0.0,0.6287429957158601,0.25191187092853257,True
intensity,0.4223033626515117,accuracy,TwoStep (recall),twostep_recall,235,0.4784577634784005,0.2513078539472396,0.18736030769079304,0.26269745864930033,1.0,0.23944292662723365,True
data_size,78372.01043754505,accuracy,TwoStep (tuned),twostep_tuned,202,0.5074496388822513,0.24983700420207144,0.2603453946526859,0.26803699458935415,1.0,0.24577795574155753,True
sparsity,2.0,f1_region_2,λ=8,divtree_lambda8_region2,740,0.5863876117167302,0.24959462776276628,0.2543039557198606,0.0830148006803262,0.876478606692074,0.24185015935756682,True
rareness,0.2671528913645983,accuracy,TwoStep (recall),twostep_recall,240,0.3827639812941783,0.2476395919243545,0.047386611274810864,0.24351639089413218,1.0,0.23642002383494726,True
intensity,0.2990006969801944,accuracy,TwoStep (tuned),twostep_tuned,196,0.4867256520711685,0.2473369042680735,0.2527053238396034,0.2561050598753301,1.0,0.24666502510582755,True
sparsity,2.0,f1_region_2,λ=4,divtree_lambda4_region2,740,0.564739748761717,0.24676650018359425,0.2539755996841133,0.051969963328590836,0.8214920452314547,0.2421201515656707,True
data_size,78372.01043754505,accuracy,TwoStep (recall),twostep_recall,202,0.4790130353760396,0.24655934853263334,0.17810654193011238,0.26681822168175395,1.0,0.24429338439632456,True
data_size,140914.75612831092,accuracy,TwoStep (recall),twostep_recall,222,0.47600802587067065,0.245559336461899,0.19040863788802026,0.2627341282477467,1.0,0.24429338439632456,True
rareness,0.09572719004725587,accuracy,TwoStep (tuned),twostep_tuned,235,0.4533064150012922,0.24495435891028752,0.17163222097992437,0.2886116199028523,1.0,0.24058999319368396,True
rareness,0.2671528913645983,accuracy,TwoStep (tuned),twostep_tuned,240,0.44011109825560335,0.24427812710600744,0.28135341238055417,0.24372555276811775,1.0,0.24058999319368396,True
intensity,0.5316095394193532,accuracy,TwoStep (recall),twostep_recall,233,0.46675464830251934,0.24397194623171323,0.17189227202701418,0.2582943536500342,1.0,0.23944292662723365,True
rareness,0.09572719004725587,accuracy,TwoStep (recall),twostep_recall,235,0.4511120037909658,0.24333483708213718,0.1673121830775735,0.289247326817197,1.0,0.23642002383494726,True
sparsity,6.0,f1_region_2,λ=2,divtree_lambda2_region2,701,0.2582880937224873,0.24313090180642205,0.5156636031228382,0.0,0.6407059274889699,0.24237299265523937,True
sparsity,2.0,precision_region_2,TwoStep (recall),twostep_recall,672,0.8796876646450129,0.2228188888028703,0.11075937905125666,0.3872735674355867,1.0,0.20491959721272143,True
sparsity,2.0,precision_region_2,TwoStep (tuned),twostep_tuned,672,0.9096888892942422,0.21053936001429377,0.0,0.4020232724488801,1.0,0.19423274253556727,True
sparsity,1.0,accuracy,λ=2,divtree_lambda2_region2,699,0.9275405335495491,0.19250734015554083,0.0,0.32997427453484085,1.0,0.17072577055806915,True
sparsity,1.0,accuracy,λ=8,divtree_lambda8_region2,699,0.9294294024484185,0.1904957695657674,0.0,0.32436189010886546,1.0,0.16704340357803174,True
